Mesquite version 3.40 (build 877)   Date: Sat Oct 13 21:31:42 BRT 2018
Window refers to project with home file character_file.nex
File path: /Users/vwraposo/Documents/USP/TCC/code/input/peptides/
=======================

Trace All Characters

Ancestral States:
Reconstructed Ancestral States (Likelihood Ancestral States)
using:
Stored Matrix: Matrix in file "character_file.nex"
======================================
Ancestral states are listed by character and by node on the tree.  Node numbers are shown in red on the tree drawing.

Char.\Node	6	10	9	5	2
character 688	0:0.8754428; 1:0.1245572	0:0.49877876; 1:0.50122124	0:0.52682813; 1:0.47317187	0:0.70455537; 1:0.29544463	0:0.7416769; 1:0.2583231
character 689	0:0.68625674; 1:0.31374326	0:0.49973515; 1:0.50026485	0:0.46196286; 1:0.53803714	0:0.4907705; 1:0.5092295	0:0.4816525; 1:0.5183475
character 690	0:0.84952492; 1:0.15047508	0:0.99839245; 1:0.00160755	0:0.99849092; 1:0.00150908	0:0.99522746; 1:0.00477254	0:0.99625745; 1:0.00374255
character 691	0:0.00150294; 1:0.99849706	0:0.00697157; 1:0.99302843	0:0.02351587; 1:0.97648413	0:0.00320514; 1:0.99679486	0:0.00240274; 1:0.99759726
character 692	0:0.22372092; 1:0.77627908	0:0.62952621; 1:0.37047379	0:0.67409811; 1:0.32590189	0:0.64093209; 1:0.35906791	0:0.67834664; 1:0.32165336
character 693	0:0.8416051; 1:0.1583949	0:0.73798019; 1:0.26201981	0:0.60043748; 1:0.39956252	0:0.61093677; 1:0.38906323	0:0.57579534; 1:0.42420466
character 694	0:0.06990095; 1:0.93009905	0:0.23863071; 1:0.76136929	0:0.1670794; 1:0.8329206	0:0.16783663; 1:0.83216337	0:0.20116295; 1:0.79883705
character 695	0:0.08537079; 1:0.91462921	0:0.99756249; 1:0.00243751	0:0.9951073; 1:0.0048927	0:0.97541987; 1:0.02458013	0:0.98490926; 1:0.01509074
character 696	0:0.99840479; 1:0.00159521	0:0.9989544; 1:0.0010456	0:0.99878287; 1:0.00121713	0:0.9945998; 1:0.0054002	0:0.97808949; 1:0.02191051
character 697	0:0.00159521; 1:0.99840479	0:0.0010456; 1:0.9989544	0:0.00121713; 1:0.99878287	0:0.0054002; 1:0.9945998	0:0.02191051; 1:0.97808949
character 698	0:0.5; 1:0.5	0:0.5; 1:0.5	0:0.5; 1:0.5	0:0.5; 1:0.5	0:0.5; 1:0.5
character 699	0:0.08537079; 1:0.91462921	0:0.99756249; 1:0.00243751	0:0.9951073; 1:0.0048927	0:0.97541987; 1:0.02458013	0:0.98490926; 1:0.01509074
character 700	0:0.5; 1:0.5	0:0.5; 1:0.5	0:0.5; 1:0.5	0:0.5; 1:0.5	0:0.5; 1:0.5
character 701	0:0.1408749; 1:0.8591251	0:0.87827743; 1:0.12172257	0:0.79851114; 1:0.20148886	0:0.58488386; 1:0.41511614	0:0.56017648; 1:0.43982352
character 702	0:0.00203534; 1:0.99796466	0:0.0013115; 1:0.9986885	0:0.00191281; 1:0.99808719	0:0.00930215; 1:0.99069785	0:0.03697148; 1:0.96302852
character 703	0:0.22372093; 1:0.77627907	0:0.62952621; 1:0.37047379	0:0.6740981; 1:0.3259019	0:0.64093208; 1:0.35906792	0:0.67834662; 1:0.32165338
character 704	0:0.04055226; 1:0.95944774	0:0.89791652; 1:0.10208348	0:0.76011008; 1:0.23988992	0:0.23084745; 1:0.76915255	0:0.16524418; 1:0.83475582
character 705	0:0.84160511; 1:0.15839489	0:0.73798019; 1:0.26201981	0:0.60043748; 1:0.39956252	0:0.61093677; 1:0.38906323	0:0.57579535; 1:0.42420465
character 706	0:0.5; 1:0.5	0:0.5; 1:0.5	0:0.5; 1:0.5	0:0.5; 1:0.5	0:0.5; 1:0.5
character 707	0:0.1720113; 1:0.8279887	0:0.65401823; 1:0.34598177	0:0.45680757; 1:0.54319243	0:0.39222776; 1:0.60777224	0:0.39863639; 1:0.60136361
character 708	0:0.99849706; 1:0.00150294	0:0.99302843; 1:0.00697157	0:0.97648413; 1:0.02351587	0:0.99679486; 1:0.00320514	0:0.99759726; 1:0.00240274
character 709	0:0.5; 1:0.5	0:0.5; 1:0.5	0:0.5; 1:0.5	0:0.5; 1:0.5	0:0.5; 1:0.5
character 710	0:0.1408749; 1:0.8591251	0:0.87827742; 1:0.12172258	0:0.79851114; 1:0.20148886	0:0.58488386; 1:0.41511614	0:0.56017647; 1:0.43982353
character 711	0:0.81655701; 1:0.18344299	0:0.62249065; 1:0.37750935	0:0.66660178; 1:0.33339822	0:0.63693524; 1:0.36306476	0:0.59357874; 1:0.40642126
character 713	0:0.00140945; 1:0.99859055	0:0.04415047; 1:0.95584953	0:0.00648637; 1:0.99351363	0:0.00114385; 1:0.99885615	0:0.00129505; 1:0.99870495
character 714	0:0.04200474; 1:0.95799526	0:0.0384877; 1:0.9615123	0:0.07428151; 1:0.92571849	0:0.20958243; 1:0.79041757	0:0.43287988; 1:0.56712012
character 715	0:0.5; 1:0.5	0:0.5; 1:0.5	0:0.5; 1:0.5	0:0.5; 1:0.5	0:0.5; 1:0.5
character 716	0:0.81655701; 1:0.18344299	0:0.62249065; 1:0.37750935	0:0.66660178; 1:0.33339822	0:0.63693524; 1:0.36306476	0:0.59357874; 1:0.40642126
character 717	0:0.00159521; 1:0.99840479	0:0.0010456; 1:0.9989544	0:0.00121713; 1:0.99878287	0:0.0054002; 1:0.9945998	0:0.02191051; 1:0.97808949
character 718	0:0.28879776; 1:0.71120224	0:0.5439037; 1:0.4560963	0:0.54965377; 1:0.45034623	0:0.48353231; 1:0.51646769	0:0.47536796; 1:0.52463204
character 719	0:0.90591531; 1:0.09408469	0:0.58896083; 1:0.41103917	0:0.59925114; 1:0.40074886	0:0.76694173; 1:0.23305827	0:0.79814358; 1:0.20185642
character 720	0:0.99796466; 1:0.00203534	0:0.9986885; 1:0.0013115	0:0.99808719; 1:0.00191281	0:0.99069785; 1:0.00930215	0:0.96302852; 1:0.03697148
character 721	0:0.09408469; 1:0.90591531	0:0.41103917; 1:0.58896083	0:0.40074886; 1:0.59925114	0:0.23305827; 1:0.76694173	0:0.20185642; 1:0.79814358
character 722	0:0.04055226; 1:0.95944774	0:0.89791653; 1:0.10208347	0:0.76011009; 1:0.23988991	0:0.23084744; 1:0.76915256	0:0.16524417; 1:0.83475583
character 723	0:0.1408749; 1:0.8591251	0:0.87827743; 1:0.12172257	0:0.79851114; 1:0.20148886	0:0.58488386; 1:0.41511614	0:0.56017648; 1:0.43982352
character 724	0:0.08537079; 1:0.91462921	0:0.99756249; 1:0.00243751	0:0.9951073; 1:0.0048927	0:0.97541987; 1:0.02458013	0:0.98490926; 1:0.01509074
character 725	0:0.90365191; 1:0.09634809	0:0.99875243; 1:0.00124757	0:0.99899264; 1:0.00100736	0:0.9971389; 1:0.0028611	0:0.99758374; 1:0.00241626
character 727	0:0.5; 1:0.5	0:0.5; 1:0.5	0:0.5; 1:0.5	0:0.5; 1:0.5	0:0.5; 1:0.5
character 728	0:0.12198888; 1:0.87801112	0:0.36616847; 1:0.63383153	0:0.27204714; 1:0.72795286	0:0.26220622; 1:0.73779378	0:0.28915486; 1:0.71084514
character 729	0:0.99840479; 1:0.00159521	0:0.9989544; 1:0.0010456	0:0.99878287; 1:0.00121713	0:0.9945998; 1:0.0054002	0:0.97808949; 1:0.02191051
character 731	0:0.84952492; 1:0.15047508	0:0.99839245; 1:0.00160755	0:0.99849092; 1:0.00150908	0:0.99522746; 1:0.00477254	0:0.99625745; 1:0.00374255
character 732	0:0.93009905; 1:0.06990095	0:0.76136929; 1:0.23863071	0:0.8329206; 1:0.1670794	0:0.83216337; 1:0.16783663	0:0.79883705; 1:0.20116295
character 733	0:0.99859055; 1:0.00140945	0:0.95584953; 1:0.04415047	0:0.99351363; 1:0.00648637	0:0.99885615; 1:0.00114385	0:0.99870495; 1:0.00129505
character 734	0:0.5; 1:0.5	0:0.5; 1:0.5	0:0.5; 1:0.5	0:0.5; 1:0.5	0:0.5; 1:0.5
character 735	0:0.00156862; 1:0.99843138	0:0.06317104; 1:0.93682896	0:0.00942528; 1:0.99057472	0:0.00160078; 1:0.99839922	0:0.0016208; 1:0.9983792
character 736	0:0.04200474; 1:0.95799526	0:0.0384877; 1:0.9615123	0:0.07428151; 1:0.92571849	0:0.20958243; 1:0.79041757	0:0.43287988; 1:0.56712012
character 737	0:0.00140945; 1:0.99859055	0:0.04415048; 1:0.95584952	0:0.00648637; 1:0.99351363	0:0.00114385; 1:0.99885615	0:0.00129505; 1:0.99870495
character 738	0:0.04055226; 1:0.95944774	0:0.89791652; 1:0.10208348	0:0.76011008; 1:0.23988992	0:0.23084745; 1:0.76915255	0:0.16524418; 1:0.83475582
character 739	0:0.99849706; 1:0.00150294	0:0.99302843; 1:0.00697157	0:0.97648413; 1:0.02351587	0:0.99679486; 1:0.00320514	0:0.99759726; 1:0.00240274
character 741	0:0.8416051; 1:0.1583949	0:0.73798019; 1:0.26201981	0:0.60043748; 1:0.39956252	0:0.61093677; 1:0.38906323	0:0.57579534; 1:0.42420466
character 742	0:0.00159521; 1:0.99840479	0:0.0010456; 1:0.9989544	0:0.00121713; 1:0.99878287	0:0.0054002; 1:0.9945998	0:0.02191051; 1:0.97808949
character 743	0:0.00159521; 1:0.99840479	0:0.0010456; 1:0.9989544	0:0.00121713; 1:0.99878287	0:0.0054002; 1:0.9945998	0:0.02191051; 1:0.97808949
character 744	0:0.18858305; 1:0.81141695	0:0.74354999; 1:0.25645001	0:0.59732001; 1:0.40267999	0:0.60089994; 1:0.39910006	0:0.65948575; 1:0.34051425
character 745	0:0.5; 1:0.5	0:0.5; 1:0.5	0:0.5; 1:0.5	0:0.5; 1:0.5	0:0.5; 1:0.5
character 746	0:0.93009906; 1:0.06990094	0:0.7613693; 1:0.2386307	0:0.83292061; 1:0.16707939	0:0.83216337; 1:0.16783663	0:0.79883706; 1:0.20116294
character 747	0:0.5; 1:0.5	0:0.5; 1:0.5	0:0.5; 1:0.5	0:0.5; 1:0.5	0:0.5; 1:0.5
character 748	0:0.5; 1:0.5	0:0.5; 1:0.5	0:0.5; 1:0.5	0:0.5; 1:0.5	0:0.5; 1:0.5
character 749	0:0.28879776; 1:0.71120224	0:0.5439037; 1:0.4560963	0:0.54965377; 1:0.45034623	0:0.48353231; 1:0.51646769	0:0.47536796; 1:0.52463204
character 750	0:0.99859055; 1:0.00140945	0:0.95584953; 1:0.04415047	0:0.99351363; 1:0.00648637	0:0.99885615; 1:0.00114385	0:0.99870495; 1:0.00129505
character 752	0:0.5; 1:0.5	0:0.5; 1:0.5	0:0.5; 1:0.5	0:0.5; 1:0.5	0:0.5; 1:0.5
character 753	0:0.68625674; 1:0.31374326	0:0.49973515; 1:0.50026485	0:0.46196286; 1:0.53803714	0:0.4907705; 1:0.5092295	0:0.4816525; 1:0.5183475
character 754	0:0.08537079; 1:0.91462921	0:0.99756249; 1:0.00243751	0:0.9951073; 1:0.0048927	0:0.97541987; 1:0.02458013	0:0.98490926; 1:0.01509074
character 755	0:0.5; 1:0.5	0:0.5; 1:0.5	0:0.5; 1:0.5	0:0.5; 1:0.5	0:0.5; 1:0.5
character 756	0:0.08753852; 1:0.91246148	0:0.16610508; 1:0.83389492	0:0.27907103; 1:0.72092897	0:0.24477243; 1:0.75522757	0:0.26813096; 1:0.73186904
character 757	0:0.99840479; 1:0.00159521	0:0.9989544; 1:0.0010456	0:0.99878287; 1:0.00121713	0:0.9945998; 1:0.0054002	0:0.97808949; 1:0.02191051
character 758	0:0.33034061; 1:0.66965939	0:0.08764919; 1:0.91235081	0:0.1152882; 1:0.8847118	0:0.19474915; 1:0.80525085	0:0.22658137; 1:0.77341863
character 759	0:0.73113966; 1:0.26886034	0:0.51735133; 1:0.48264867	0:0.56987069; 1:0.43012931	0:0.55256648; 1:0.44743352	0:0.5252727; 1:0.4747273
character 761	0:0.99859055; 1:0.00140945	0:0.95584953; 1:0.04415047	0:0.99351363; 1:0.00648637	0:0.99885615; 1:0.00114385	0:0.99870495; 1:0.00129505
character 762	0:0.00159521; 1:0.99840479	0:0.0010456; 1:0.9989544	0:0.00121713; 1:0.99878287	0:0.0054002; 1:0.9945998	0:0.02191051; 1:0.97808949
character 763	0:0.09408469; 1:0.90591531	0:0.41103917; 1:0.58896083	0:0.40074886; 1:0.59925114	0:0.23305827; 1:0.76694173	0:0.20185642; 1:0.79814358
character 764	0:0.99859055; 1:0.00140945	0:0.95584952; 1:0.04415048	0:0.99351363; 1:0.00648637	0:0.99885615; 1:0.00114385	0:0.99870495; 1:0.00129505
character 765	0:0.08537079; 1:0.91462921	0:0.99756249; 1:0.00243751	0:0.9951073; 1:0.0048927	0:0.97541987; 1:0.02458013	0:0.98490926; 1:0.01509074
character 766	0:0.99849706; 1:0.00150294	0:0.99302843; 1:0.00697157	0:0.97648413; 1:0.02351587	0:0.99679486; 1:0.00320514	0:0.99759726; 1:0.00240274
character 767	0:0.99859055; 1:0.00140945	0:0.95584952; 1:0.04415048	0:0.99351363; 1:0.00648637	0:0.99885615; 1:0.00114385	0:0.99870495; 1:0.00129505
character 768	0:0.91246148; 1:0.08753852	0:0.83389492; 1:0.16610508	0:0.72092897; 1:0.27907103	0:0.75522757; 1:0.24477243	0:0.73186904; 1:0.26813096
character 769	0:0.12198888; 1:0.87801112	0:0.36616847; 1:0.63383153	0:0.27204714; 1:0.72795286	0:0.26220622; 1:0.73779378	0:0.28915486; 1:0.71084514
character 770	0:0.04055226; 1:0.95944774	0:0.89791653; 1:0.10208347	0:0.76011009; 1:0.23988991	0:0.23084744; 1:0.76915256	0:0.16524417; 1:0.83475583
character 771	0:0.5; 1:0.5	0:0.5; 1:0.5	0:0.5; 1:0.5	0:0.5; 1:0.5	0:0.5; 1:0.5
character 772	0:0.1245572; 1:0.8754428	0:0.50122124; 1:0.49877876	0:0.47317187; 1:0.52682813	0:0.29544463; 1:0.70455537	0:0.2583231; 1:0.7416769
character 773	0:0.5; 1:0.5	0:0.5; 1:0.5	0:0.5; 1:0.5	0:0.5; 1:0.5	0:0.5; 1:0.5
character 774	0:0.5; 1:0.5	0:0.5; 1:0.5	0:0.5; 1:0.5	0:0.5; 1:0.5	0:0.5; 1:0.5
character 775	0:0.5; 1:0.5	0:0.5; 1:0.5	0:0.5; 1:0.5	0:0.5; 1:0.5	0:0.5; 1:0.5
character 776	0:0.93009906; 1:0.06990094	0:0.7613693; 1:0.2386307	0:0.83292061; 1:0.16707939	0:0.83216337; 1:0.16783663	0:0.79883706; 1:0.20116294
character 777	0:0.00140945; 1:0.99859055	0:0.04415047; 1:0.95584953	0:0.00648637; 1:0.99351363	0:0.00114385; 1:0.99885615	0:0.00129505; 1:0.99870495
character 778	0:0.5; 1:0.5	0:0.5; 1:0.5	0:0.5; 1:0.5	0:0.5; 1:0.5	0:0.5; 1:0.5
character 779	0:0.8591251; 1:0.1408749	0:0.12172257; 1:0.87827743	0:0.20148886; 1:0.79851114	0:0.41511614; 1:0.58488386	0:0.43982352; 1:0.56017648
character 780	0:0.5; 1:0.5	0:0.5; 1:0.5	0:0.5; 1:0.5	0:0.5; 1:0.5	0:0.5; 1:0.5
character 781	0:0.18858305; 1:0.81141695	0:0.74354999; 1:0.25645001	0:0.59732001; 1:0.40267999	0:0.60089994; 1:0.39910006	0:0.65948575; 1:0.34051425
character 782	0:0.90591531; 1:0.09408469	0:0.58896083; 1:0.41103917	0:0.59925114; 1:0.40074886	0:0.76694173; 1:0.23305827	0:0.79814358; 1:0.20185642
character 783	0:0.20616872; 1:0.79383128	0:0.66265353; 1:0.33734647	0:0.50069144; 1:0.49930856	0:0.46653199; 1:0.53346801	0:0.48829509; 1:0.51170491
character 784	0:0.00159521; 1:0.99840479	0:0.0010456; 1:0.9989544	0:0.00121713; 1:0.99878287	0:0.0054002; 1:0.9945998	0:0.02191051; 1:0.97808949
character 785	0:0.0101172; 1:0.9898828	0:0.69087353; 1:0.30912647	0:0.15848127; 1:0.84151873	0:0.03984457; 1:0.96015543	0:0.02907524; 1:0.97092476
character 786	0:0.99849706; 1:0.00150294	0:0.99302843; 1:0.00697157	0:0.97648413; 1:0.02351587	0:0.99679486; 1:0.00320514	0:0.99759726; 1:0.00240274
character 787	0:0.5; 1:0.5	0:0.5; 1:0.5	0:0.5; 1:0.5	0:0.5; 1:0.5	0:0.5; 1:0.5
character 788	0:0.04200474; 1:0.95799526	0:0.0384877; 1:0.9615123	0:0.07428151; 1:0.92571849	0:0.20958244; 1:0.79041756	0:0.43287988; 1:0.56712012
character 789	0:0.85241494; 1:0.14758506	0:0.09111195; 1:0.90888805	0:0.15072458; 1:0.84927542	0:0.32202952; 1:0.67797048	0:0.33212252; 1:0.66787748
character 790	0:0.99796466; 1:0.00203534	0:0.9986885; 1:0.0013115	0:0.99808719; 1:0.00191281	0:0.99069785; 1:0.00930215	0:0.96302852; 1:0.03697148
character 791	0:0.5; 1:0.5	0:0.5; 1:0.5	0:0.5; 1:0.5	0:0.5; 1:0.5	0:0.5; 1:0.5
character 792	0:0.06990094; 1:0.93009906	0:0.2386307; 1:0.7613693	0:0.16707939; 1:0.83292061	0:0.16783663; 1:0.83216337	0:0.20116294; 1:0.79883706
character 793	0:0.9036519; 1:0.0963481	0:0.99875243; 1:0.00124757	0:0.99899264; 1:0.00100736	0:0.9971389; 1:0.0028611	0:0.99758374; 1:0.00241626
character 794	0:0.5; 1:0.5	0:0.5; 1:0.5	0:0.5; 1:0.5	0:0.5; 1:0.5	0:0.5; 1:0.5
character 795	0:0.68625674; 1:0.31374326	0:0.49973515; 1:0.50026485	0:0.46196286; 1:0.53803714	0:0.4907705; 1:0.5092295	0:0.4816525; 1:0.5183475
character 796	0:0.5; 1:0.5	0:0.5; 1:0.5	0:0.5; 1:0.5	0:0.5; 1:0.5	0:0.5; 1:0.5
character 798	0:0.99859055; 1:0.00140945	0:0.95584953; 1:0.04415047	0:0.99351363; 1:0.00648637	0:0.99885615; 1:0.00114385	0:0.99870495; 1:0.00129505
character 799	0:0.5; 1:0.5	0:0.5; 1:0.5	0:0.5; 1:0.5	0:0.5; 1:0.5	0:0.5; 1:0.5
character 800	0:0.08537079; 1:0.91462921	0:0.99756249; 1:0.00243751	0:0.9951073; 1:0.0048927	0:0.97541987; 1:0.02458013	0:0.98490926; 1:0.01509074
character 801	0:0.99859055; 1:0.00140945	0:0.95584952; 1:0.04415048	0:0.99351363; 1:0.00648637	0:0.99885615; 1:0.00114385	0:0.99870495; 1:0.00129505
character 802	0:0.00159521; 1:0.99840479	0:0.0010456; 1:0.9989544	0:0.00121713; 1:0.99878287	0:0.0054002; 1:0.9945998	0:0.02191051; 1:0.97808949
character 803	0:0.99796466; 1:0.00203534	0:0.9986885; 1:0.0013115	0:0.99808719; 1:0.00191281	0:0.99069785; 1:0.00930215	0:0.96302852; 1:0.03697148
character 804	0:0.5; 1:0.5	0:0.5; 1:0.5	0:0.5; 1:0.5	0:0.5; 1:0.5	0:0.5; 1:0.5
character 805	0:0.08537079; 1:0.91462921	0:0.99756249; 1:0.00243751	0:0.9951073; 1:0.0048927	0:0.97541987; 1:0.02458013	0:0.98490926; 1:0.01509074
character 806	0:0.08537079; 1:0.91462921	0:0.99756249; 1:0.00243751	0:0.9951073; 1:0.0048927	0:0.97541987; 1:0.02458013	0:0.98490926; 1:0.01509074
character 807	0:0.00203534; 1:0.99796466	0:0.0013115; 1:0.9986885	0:0.00191281; 1:0.99808719	0:0.00930215; 1:0.99069785	0:0.03697148; 1:0.96302852
character 808	0:0.93009906; 1:0.06990094	0:0.7613693; 1:0.2386307	0:0.83292061; 1:0.16707939	0:0.83216337; 1:0.16783663	0:0.79883706; 1:0.20116294
character 809	0:0.19528937; 1:0.80471063	0:0.31817526; 1:0.68182474	0:0.49237357; 1:0.50762643	0:0.52831373; 1:0.47168627	0:0.59573337; 1:0.40426663
character 810	0:0.12198888; 1:0.87801112	0:0.36616847; 1:0.63383153	0:0.27204714; 1:0.72795286	0:0.26220622; 1:0.73779378	0:0.28915486; 1:0.71084514
character 811	0:0.00203534; 1:0.99796466	0:0.0013115; 1:0.9986885	0:0.00191281; 1:0.99808719	0:0.00930215; 1:0.99069785	0:0.03697148; 1:0.96302852
character 812	0:0.00140945; 1:0.99859055	0:0.04415047; 1:0.95584953	0:0.00648637; 1:0.99351363	0:0.00114385; 1:0.99885615	0:0.00129505; 1:0.99870495
character 813	0:0.9036519; 1:0.0963481	0:0.99875243; 1:0.00124757	0:0.99899264; 1:0.00100736	0:0.9971389; 1:0.0028611	0:0.99758374; 1:0.00241626
character 814	0:0.84952492; 1:0.15047508	0:0.99839245; 1:0.00160755	0:0.99849092; 1:0.00150908	0:0.99522746; 1:0.00477254	0:0.99625745; 1:0.00374255
character 815	0:0.5; 1:0.5	0:0.5; 1:0.5	0:0.5; 1:0.5	0:0.5; 1:0.5	0:0.5; 1:0.5
character 816	0:0.22372093; 1:0.77627907	0:0.62952621; 1:0.37047379	0:0.6740981; 1:0.3259019	0:0.64093208; 1:0.35906792	0:0.67834662; 1:0.32165338
character 817	0:0.04200474; 1:0.95799526	0:0.0384877; 1:0.9615123	0:0.07428151; 1:0.92571849	0:0.20958243; 1:0.79041757	0:0.43287988; 1:0.56712012
character 818	0:0.84952492; 1:0.15047508	0:0.99839245; 1:0.00160755	0:0.99849092; 1:0.00150908	0:0.99522746; 1:0.00477254	0:0.99625745; 1:0.00374255
character 819	0:0.99849706; 1:0.00150294	0:0.99302843; 1:0.00697157	0:0.97648413; 1:0.02351587	0:0.99679486; 1:0.00320514	0:0.99759726; 1:0.00240274
character 820	0:0.99840479; 1:0.00159521	0:0.9989544; 1:0.0010456	0:0.99878287; 1:0.00121713	0:0.9945998; 1:0.0054002	0:0.97808949; 1:0.02191051
character 821	0:0.99849706; 1:0.00150294	0:0.99302843; 1:0.00697157	0:0.97648413; 1:0.02351587	0:0.99679486; 1:0.00320514	0:0.99759726; 1:0.00240274
character 822	0:0.90591531; 1:0.09408469	0:0.58896083; 1:0.41103917	0:0.59925114; 1:0.40074886	0:0.76694173; 1:0.23305827	0:0.79814358; 1:0.20185642
character 823	0:0.18344299; 1:0.81655701	0:0.37750935; 1:0.62249065	0:0.33339822; 1:0.66660178	0:0.36306476; 1:0.63693524	0:0.40642126; 1:0.59357874
character 825	0:0.25128663; 1:0.74871337	0:0.53810044; 1:0.46189956	0:0.60112596; 1:0.39887404	0:0.58461286; 1:0.41538714	0:0.62102323; 1:0.37897677
character 826	0:0.90365191; 1:0.09634809	0:0.99875243; 1:0.00124757	0:0.99899264; 1:0.00100736	0:0.9971389; 1:0.0028611	0:0.99758374; 1:0.00241626
character 827	0:0.68625674; 1:0.31374326	0:0.49973515; 1:0.50026485	0:0.46196286; 1:0.53803714	0:0.4907705; 1:0.5092295	0:0.4816525; 1:0.5183475
character 828	0:0.1720113; 1:0.8279887	0:0.65401823; 1:0.34598177	0:0.45680757; 1:0.54319243	0:0.39222777; 1:0.60777223	0:0.39863639; 1:0.60136361
character 829	0:0.99843138; 1:0.00156862	0:0.93682896; 1:0.06317104	0:0.99057472; 1:0.00942528	0:0.99839922; 1:0.00160078	0:0.9983792; 1:0.0016208
character 830	0:0.08537079; 1:0.91462921	0:0.99756249; 1:0.00243751	0:0.9951073; 1:0.0048927	0:0.97541987; 1:0.02458013	0:0.98490926; 1:0.01509074
character 832	0:0.1408749; 1:0.8591251	0:0.87827742; 1:0.12172258	0:0.79851114; 1:0.20148886	0:0.58488386; 1:0.41511614	0:0.56017647; 1:0.43982353
character 833	0:0.5; 1:0.5	0:0.5; 1:0.5	0:0.5; 1:0.5	0:0.5; 1:0.5	0:0.5; 1:0.5
character 834	0:0.5; 1:0.5	0:0.5; 1:0.5	0:0.5; 1:0.5	0:0.5; 1:0.5	0:0.5; 1:0.5
character 835	0:0.73113969; 1:0.26886031	0:0.51735134; 1:0.48264866	0:0.56987071; 1:0.43012929	0:0.5525665; 1:0.4474335	0:0.52527272; 1:0.47472728
character 836	0:0.99859055; 1:0.00140945	0:0.95584953; 1:0.04415047	0:0.99351363; 1:0.00648637	0:0.99885615; 1:0.00114385	0:0.99870495; 1:0.00129505
character 837	0:0.25503397; 1:0.74496603	0:0.4366008; 1:0.5633992	0:0.42037349; 1:0.57962651	0:0.48007136; 1:0.51992864	0:0.53692097; 1:0.46307903
character 838	0:0.99859055; 1:0.00140945	0:0.95584953; 1:0.04415047	0:0.99351363; 1:0.00648637	0:0.99885615; 1:0.00114385	0:0.99870495; 1:0.00129505
character 839	0:0.9036519; 1:0.0963481	0:0.99875243; 1:0.00124757	0:0.99899264; 1:0.00100736	0:0.9971389; 1:0.0028611	0:0.99758374; 1:0.00241626
character 841	0:0.99859055; 1:0.00140945	0:0.95584953; 1:0.04415047	0:0.99351363; 1:0.00648637	0:0.99885615; 1:0.00114385	0:0.99870495; 1:0.00129505
character 842	0:0.19528937; 1:0.80471063	0:0.31817526; 1:0.68182474	0:0.49237357; 1:0.50762643	0:0.52831373; 1:0.47168627	0:0.59573337; 1:0.40426663
character 843	0:0.99796466; 1:0.00203534	0:0.9986885; 1:0.0013115	0:0.99808719; 1:0.00191281	0:0.99069785; 1:0.00930215	0:0.96302852; 1:0.03697148
character 844	0:0.14758506; 1:0.85241494	0:0.90888805; 1:0.09111195	0:0.84927542; 1:0.15072458	0:0.67797048; 1:0.32202952	0:0.66787748; 1:0.33212252
character 845	0:0.1408749; 1:0.8591251	0:0.87827742; 1:0.12172258	0:0.79851114; 1:0.20148886	0:0.58488386; 1:0.41511614	0:0.56017647; 1:0.43982353
character 846	0:0.93009905; 1:0.06990095	0:0.76136929; 1:0.23863071	0:0.8329206; 1:0.1670794	0:0.83216337; 1:0.16783663	0:0.79883705; 1:0.20116295
character 847	0:0.99796466; 1:0.00203534	0:0.9986885; 1:0.0013115	0:0.99808719; 1:0.00191281	0:0.99069785; 1:0.00930215	0:0.96302852; 1:0.03697148
character 848	0:0.5; 1:0.5	0:0.5; 1:0.5	0:0.5; 1:0.5	0:0.5; 1:0.5	0:0.5; 1:0.5
character 849	0:0.85241494; 1:0.14758506	0:0.09111195; 1:0.90888805	0:0.15072458; 1:0.84927542	0:0.32202952; 1:0.67797048	0:0.33212252; 1:0.66787748
character 850	0:0.5; 1:0.5	0:0.5; 1:0.5	0:0.5; 1:0.5	0:0.5; 1:0.5	0:0.5; 1:0.5
character 851	0:0.18858305; 1:0.81141695	0:0.74354999; 1:0.25645001	0:0.59732001; 1:0.40267999	0:0.60089994; 1:0.39910006	0:0.65948575; 1:0.34051425
character 852	0:0.99849706; 1:0.00150294	0:0.99302843; 1:0.00697157	0:0.97648413; 1:0.02351587	0:0.99679486; 1:0.00320514	0:0.99759726; 1:0.00240274
character 853	0:0.8279887; 1:0.1720113	0:0.34598177; 1:0.65401823	0:0.54319243; 1:0.45680757	0:0.60777224; 1:0.39222776	0:0.60136361; 1:0.39863639
character 854	0:0.90591531; 1:0.09408469	0:0.58896083; 1:0.41103917	0:0.59925114; 1:0.40074886	0:0.76694173; 1:0.23305827	0:0.79814358; 1:0.20185642
character 855	0:0.74496603; 1:0.25503397	0:0.5633992; 1:0.4366008	0:0.57962651; 1:0.42037349	0:0.51992864; 1:0.48007136	0:0.46307903; 1:0.53692097
character 856	0:0.99840479; 1:0.00159521	0:0.9989544; 1:0.0010456	0:0.99878287; 1:0.00121713	0:0.9945998; 1:0.0054002	0:0.97808949; 1:0.02191051
character 857	0:0.99796466; 1:0.00203534	0:0.9986885; 1:0.0013115	0:0.99808719; 1:0.00191281	0:0.99069785; 1:0.00930215	0:0.96302852; 1:0.03697148
character 858	0:0.30009954; 1:0.69990046	0:0.49305668; 1:0.50694332	0:0.52320957; 1:0.47679043	0:0.47408537; 1:0.52591463	0:0.46934132; 1:0.53065868
